,Label,Edit,CommentCount,BodyLength,Reputation,Views,UpVotes,DownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink
64,0,0,0,395,11,3,0,0,0,1,161,0
65,0,1,2,144,12268,837,1175,288,6,5,30,0
66,1,1,2,235,60867,4957,6713,624,0,5,31,0
67,1,1,17,69,73982,14868,12512,5089,0,2,2,0
68,1,0,5,243,4223,465,1699,14,12,1,69,0
69,0,0,0,32,11,4,0,0,0,0,0,0
70,1,0,2,28,71,5,0,0,2,0,0,0
71,1,1,0,45,604,45,4,2,5,0,0,0
72,0,0,0,122,365,76,60,1,0,1,38,0
73,1,0,1,79,91473,13493,3793,3687,4,1,20,0
74,1,1,1,91,202819,17020,7306,98,4,3,8,2
75,1,0,0,27,91473,13493,3793,3687,2,0,0,1
76,1,1,2,22,8392,792,1681,353,0,2,5,0
77,0,0,2,25,41460,7359,2860,1867,0,1,4,0
78,1,0,0,45,162,57,79,1,0,2,4,0
79,1,1,1,121,615041,126104,23439,1483,6,2,27,4
80,1,0,0,29,3350,196,467,21,2,1,2,0
81,1,0,1,49,123,48,99,0,0,0,0,1
82,1,0,0,8,108,13,18,0,0,0,0,0
83,1,1,7,197,615041,126104,23439,1483,5,3,44,1
84,1,1,6,37,5528,576,1253,63,2,0,0,0
85,1,0,0,75,91473,13493,3793,3687,2,2,25,0
86,1,0,0,50,1,14,0,0,0,1,1,0
87,1,0,0,55,2147,150,436,0,4,1,14,0
88,1,1,10,297,34973,1951,1481,136,8,0,0,1
89,1,0,6,47,33900,4197,639,3108,5,2,16,0
90,1,0,0,115,1887,161,8,4,7,0,0,0
91,0,0,0,65,2642,126,88,0,1,1,7,0
92,1,0,0,79,123002,28415,2821,1151,2,2,13,0
93,0,1,1,37,10203,596,195,80,0,2,9,0
94,0,0,0,55,67907,5948,1966,35,1,2,11,0
95,1,1,4,29,33900,4197,639,3108,4,1,1,0
96,0,1,3,77,91473,13493,3793,3687,10,2,7,0
97,0,0,0,12,24129,8561,1312,3620,0,1,3,0
98,1,0,2,49,2147,150,436,0,1,2,11,0
99,0,1,0,23,423,134,279,4,0,1,1,0
100,1,1,0,75,33900,4197,639,3108,5,1,9,0
101,1,0,0,44,91473,13493,3793,3687,7,1,1,0
102,1,0,1,25,91473,13493,3793,3687,2,0,0,0
103,1,0,1,81,8363,1084,838,5,0,0,0,0
104,1,1,0,98,615041,126104,23439,1483,9,2,15,3
105,0,1,0,54,73982,14868,12512,5089,7,0,0,1
106,1,0,2,49,2662,274,78,93,0,1,16,0
107,0,1,6,149,18188,1719,758,17,5,1,6,2
108,1,0,1,35,96256,7785,2607,4845,0,1,5,1
109,0,0,2,29,585,54,19,3,0,2,6,0
110,0,1,0,86,91145,7312,3116,1277,2,2,14,2
111,0,0,0,63,498,120,73,10,0,2,21,0
112,1,0,0,30,3496,153,241,44,1,0,0,0
113,0,0,0,52,11365,745,152,50,2,0,0,0
114,1,1,4,189,2805,634,51,1,2,1,36,0
115,1,1,1,80,1927,110,8,8,3,0,0,2
116,0,0,2,66,1982,150,441,4,2,0,0,0
117,1,0,8,48,1410,134,60,3,3,2,5,1
118,1,1,2,358,136140,8521,16645,626,6,1,22,4
119,0,0,0,173,34973,1951,1481,136,5,0,0,1
120,0,0,1,45,30,4,2,0,4,0,0,1
121,1,0,2,62,59,4,1,0,3,0,0,1
122,1,1,0,492,18223,1897,101,602,2,0,0,1
123,1,0,0,30,11727,942,812,303,1,2,3,0
124,1,0,1,59,904,79,18,0,1,2,11,0
125,0,0,0,80,15706,1209,461,31,2,0,0,0
126,1,0,0,66,20632,3535,467,1063,7,0,0,0
127,1,1,2,144,823,317,47,19,8,0,0,2
128,1,0,0,111,46169,1135,720,13,3,0,0,1
129,1,1,0,235,615041,126104,23439,1483,3,3,30,0
130,0,0,1,57,444,38,28,5,0,1,25,0
131,1,0,2,35,1610,96,845,3,1,2,6,0
132,1,0,3,24,64392,5964,750,10085,0,0,0,0
133,1,0,0,143,23982,1103,8,2,1,1,10,0
134,1,0,0,282,67907,5948,1966,35,1,2,27,1
135,1,0,0,214,679,40,20,0,0,1,65,0
136,1,1,1,212,10876,925,714,1,0,9,26,0
137,0,1,0,112,91473,13493,3793,3687,2,2,34,0
138,1,0,3,80,72626,3728,1303,2355,5,2,7,0
139,1,1,2,89,825,71,104,6,0,0,0,3
140,1,0,0,104,3146,146,124,8,4,0,0,1
141,1,0,0,70,2413,223,64,118,0,1,4,0
142,1,1,4,159,867,51,4,6,7,1,6,2
143,1,0,6,132,2029,293,213,49,0,3,11,1
144,0,1,3,11,444,38,28,5,0,0,0,0
145,1,0,0,188,6325,1058,716,2,9,1,47,0
146,0,1,2,40,1860,170,797,181,2,0,0,0
147,0,0,0,35,519,61,1636,6,2,0,0,2
148,1,0,0,101,14514,1178,237,101,9,1,5,0
149,1,1,0,282,2413,223,64,118,0,7,37,0
150,0,0,0,29,1141,88,0,3,0,1,4,0
151,0,1,2,277,4207,494,116,11,5,1,20,0
152,0,1,3,200,26109,1510,745,224,4,5,28,0
153,0,1,1,74,423,87,27,14,0,3,15,0
154,1,0,1,64,16397,1159,439,114,0,3,13,0
155,0,0,0,32,1465,204,1038,144,0,1,2,0
156,0,0,7,79,1141,88,0,3,0,0,0,0
157,1,1,0,156,7385,901,7807,4,2,3,9,2
158,1,0,0,31,131,29,10,0,2,0,0,0
159,1,0,0,86,1618,348,284,11,4,0,0,1
160,0,1,1,67,24456,2696,153,2760,1,1,10,0
161,1,0,1,303,7789,820,823,247,1,1,1,0
162,0,1,0,102,21,11,3,0,0,2,13,0
163,1,1,2,79,5059,455,347,102,1,0,0,0
164,1,1,1,119,447,27,42,2,0,2,31,0
165,1,1,3,145,136140,8521,16645,626,7,0,0,3
166,1,0,0,108,27139,4972,928,3684,0,0,0,4
167,0,0,0,23,35699,2437,643,139,0,0,0,2
168,1,1,0,219,184341,41961,3940,32065,4,2,23,0
169,1,1,0,40,9876,603,94,3,0,1,6,0
170,0,0,0,36,3,0,0,0,0,1,1,0
171,1,0,0,78,67907,5948,1966,35,1,4,13,0
172,1,0,0,58,2414,507,985,12,0,1,6,0
173,0,0,0,22,11727,942,812,303,0,2,5,0
174,1,0,0,37,12251,916,185,24,0,2,15,0
175,0,0,0,55,65,36,22,0,0,1,14,0
176,0,0,1,138,60867,4957,6713,624,2,2,16,2
177,1,1,2,109,26109,1510,745,224,3,1,16,1
178,0,0,0,13,6728,546,1038,73,0,1,1,1
179,1,0,9,44,21876,2309,1560,96,0,1,1,1
180,1,1,2,9,1610,96,845,3,1,1,1,0
181,0,0,0,86,9780,1914,1803,216,0,3,12,0
182,1,1,0,64,60867,4957,6713,624,0,2,13,0
183,1,0,0,203,7141,1700,4685,77,11,2,38,0
184,0,0,0,57,22952,760,707,0,1,1,10,0
185,1,0,2,39,11365,745,152,50,2,0,0,0
186,0,0,0,10,1478,124,219,1,1,0,0,0
187,1,0,0,293,10876,925,714,1,0,3,51,0
188,1,1,1,157,89140,9450,370,322,1,4,16,0
189,1,0,1,55,150,12,60,2,1,0,0,2
190,1,1,0,216,681,78,10,2,0,0,0,0
191,0,0,0,37,1,13,0,0,1,0,0,0
192,1,0,0,301,11,12,0,0,0,1,68,0
193,1,0,1,82,7632,1107,446,41,3,0,0,2
194,1,0,0,50,169,37,16,1,1,1,1,0
195,1,0,0,61,163,15,0,0,0,2,5,0
196,1,0,0,76,473,25,39,1,2,0,0,0
197,1,1,2,87,298,19,14,0,0,2,10,0
198,1,0,1,126,3496,153,241,44,12,0,0,1
199,1,0,1,66,72,6,2,0,2,1,2,0
200,1,1,0,133,31021,2308,2441,310,4,0,0,2
201,1,0,0,42,18223,1897,101,602,0,0,0,1
202,0,0,0,71,11641,4469,812,4462,3,0,0,3
203,1,0,0,43,67907,5948,1966,35,3,2,9,0
204,1,1,0,197,2694,205,11,21,5,0,0,0
205,1,1,2,68,67907,5948,1966,35,7,2,10,0
206,1,1,1,32,248830,17880,10445,43694,2,0,0,0
207,1,0,0,65,39,6,1,0,0,1,2,0
208,0,0,1,106,63,7,11,0,0,0,0,0
209,1,0,0,29,248830,17880,10445,43694,1,1,4,0
210,0,0,1,40,132,20,11,0,0,1,4,0
211,1,1,2,93,136140,8521,16645,626,14,0,0,1
212,1,0,2,202,6337,1258,71,2,2,2,57,0
213,1,0,0,18,5059,455,347,102,1,0,0,0
214,1,0,0,71,67907,5948,1966,35,3,2,8,0
215,1,0,1,86,116919,22370,5817,15452,5,0,0,0
216,1,0,0,26,351,8,5,0,0,0,0,0
217,0,0,0,10,29645,607,343,5,0,1,1,0
218,0,0,0,8,16886,1054,156,103,0,1,1,0
219,1,0,0,28,67907,5948,1966,35,0,2,16,1
220,1,0,0,30,49475,6044,2189,1361,2,0,0,0
221,1,0,0,103,67907,5948,1966,35,2,2,12,0
222,1,0,1,287,2976,314,29,1,0,2,42,0
223,0,0,2,62,217,22,20,0,0,1,3,0
224,0,0,1,99,194,7,24,3,0,2,10,0
225,1,0,0,37,113,28,102,0,0,1,11,0
226,1,1,2,81,19749,4641,928,10739,3,0,0,1
227,1,1,1,363,26,2,13,0,4,0,0,0
228,1,0,0,37,5541,331,802,41,0,1,3,0
229,0,0,0,17,280,28,69,5,0,1,3,0
230,0,0,0,40,78,10,54,0,0,2,8,0
231,0,0,1,70,32432,3638,1092,1240,3,1,10,0
232,0,1,0,56,72892,5894,1420,2243,1,1,4,0
233,0,0,1,184,4701,474,272,10,10,2,7,0
234,1,0,0,57,189880,7317,684,5191,3,1,1,0
235,1,0,0,55,46,0,0,0,1,0,0,0
236,1,0,1,74,116919,22370,5817,15452,1,2,7,0
237,1,1,1,95,25173,1678,881,203,2,3,3,0
238,1,0,1,97,5460,292,67,2,0,2,23,0
239,1,1,0,93,15300,3211,3115,1510,3,1,19,2
240,1,1,0,316,879075,293021,5816,21692,17,7,27,3
241,1,1,0,44,14573,1255,973,181,3,1,1,1
242,0,0,0,37,133,16,10,0,0,1,7,0
243,0,0,2,112,3146,146,124,8,4,0,0,0
244,1,0,0,30,8935,1619,225,249,1,1,4,1
245,0,0,0,162,6609,595,1328,57,1,4,17,0
246,1,1,1,47,219,26,8,1,0,1,1,0
247,1,0,0,47,19981,1831,18,4,4,3,12,0
248,1,0,2,21,16993,4556,805,21,0,0,0,0
249,1,0,0,66,661,102,364,23,0,0,0,0
250,1,0,0,447,3218,294,157,1,5,0,0,0
251,0,0,0,523,22977,2296,1407,171,19,0,0,3
252,1,1,3,194,91473,13493,3793,3687,8,4,44,1
253,1,1,1,34,43904,7588,916,6523,0,0,0,0
254,1,1,5,235,4620,425,1507,4,7,3,23,0
255,1,0,1,66,12065,1202,76,218,0,2,13,0
256,1,0,0,268,2694,205,11,21,4,0,0,0
257,1,0,0,256,12065,1202,76,218,3,3,40,0
258,1,0,2,61,19981,1831,18,4,10,0,0,0
259,1,0,0,273,355,56,66,3,0,1,1,1
260,1,0,0,118,44660,8780,2964,3976,2,6,13,0
261,0,1,0,107,423,87,27,14,0,5,27,0
262,1,0,0,96,55304,6023,3987,7085,12,0,0,0
263,1,0,0,55,19981,1831,18,4,6,1,4,0
264,1,1,0,83,44692,6812,2466,3252,3,3,5,0
265,0,1,6,141,355,56,66,3,0,1,11,1
266,1,1,2,49,549,107,25,10,0,1,3,0
267,0,0,4,114,1499,165,17,19,1,1,24,0
268,1,0,0,16,13,9,0,0,0,0,0,0
269,1,1,0,77,12065,1202,76,218,3,2,3,0
270,1,0,0,64,36784,8759,1741,6571,2,3,4,0
271,1,0,0,16,95,7,4,0,2,0,0,0
272,0,1,8,82,2835,443,941,2,10,0,0,1
273,1,1,0,131,793,77,31,10,3,1,23,0
274,0,0,0,15,1429,295,78,36,1,1,1,0
275,1,0,0,33,23,43,0,0,0,1,9,0
276,0,0,4,82,4745,918,909,951,1,2,15,0
277,1,0,1,74,1376,224,84,23,4,0,0,0
278,1,0,0,274,49593,8898,1198,698,2,2,22,0
279,1,0,1,101,184341,41961,3940,32065,0,2,5,0
280,1,0,0,41,22879,6488,717,1198,1,2,11,0
281,1,0,2,48,60867,4957,6713,624,0,2,21,0
282,1,1,3,166,12065,1202,76,218,5,2,44,1
283,1,0,0,128,143615,11812,5750,44,0,1,8,1
284,1,0,1,31,16,1,0,0,0,2,7,0
285,0,0,1,54,1429,295,78,36,1,2,12,0
286,1,0,2,87,604,45,4,2,6,2,9,0
287,1,1,2,281,8361,455,94,235,3,4,12,0
288,0,0,1,28,3,3,0,0,0,1,9,0
289,0,1,0,82,513,51,354,2,2,2,7,1
290,0,0,0,2304,26200,1817,485,81,3,4,11,3
291,1,1,0,167,70566,7424,3579,1028,4,2,6,1
292,1,1,0,12,381,60,62,0,0,0,0,1
293,0,0,1,51,302,150,239,1,0,1,1,0
294,1,0,2,132,184,15,6,0,1,1,5,0
295,0,0,2,107,12065,1202,76,218,0,2,33,0
296,1,0,5,121,27836,5280,1590,178,3,3,10,0
297,1,0,0,62,274,40,15,1,2,0,0,1
298,0,0,0,45,2212,135,22,11,1,1,1,0
299,0,1,0,157,346,66,43,2,2,1,18,0
300,0,0,0,80,274,40,15,1,2,1,1,0
301,1,0,0,65,16094,746,250,76,0,3,4,0
302,1,0,1,45,44692,6812,2466,3252,0,2,4,0
303,1,1,1,99,615041,126104,23439,1483,2,2,24,2
304,0,0,1,43,68504,9900,2345,3000,0,1,4,0
305,1,0,0,223,189880,7317,684,5191,8,4,17,0
306,1,1,4,243,615041,126104,23439,1483,2,3,48,2
307,0,0,1,64,60867,4957,6713,624,1,2,9,0
308,1,1,0,35,933,89,61,1,2,0,0,0
309,0,1,0,28,61,5,4,0,0,3,3,1
310,1,1,0,287,1146,188,865,224,11,2,43,1
311,1,0,2,9,4745,918,909,951,0,1,1,0
312,1,0,1,53,615041,126104,23439,1483,2,2,4,0
313,1,0,0,64,586865,89361,7069,3864,4,1,3,0
314,1,1,5,94,615041,126104,23439,1483,6,3,15,4
315,1,1,2,74,578,121,759,4,0,1,21,1
316,1,0,0,110,1814,609,370,22,3,1,1,1
317,0,0,1,397,46169,1135,720,13,3,5,53,1
318,1,1,1,425,1751,421,211,41,0,7,73,1
319,0,1,0,30,874,76,383,10,1,1,1,0
320,1,1,6,79,221,21,95,13,0,3,3,1
321,0,0,1,30,115569,21633,5939,4777,2,1,1,1
322,1,0,0,26,2407,419,8,17,1,1,1,0
323,0,0,1,63,6737,375,137,12,2,1,6,0
324,1,0,1,54,25173,1678,881,203,3,1,5,0
325,1,0,2,35,9780,1914,1803,216,2,1,3,1
326,1,1,0,183,25173,1678,881,203,1,1,11,0
327,1,0,0,70,350,12,18,1,5,1,7,0
328,0,0,0,40,1982,150,441,4,1,0,0,0
329,1,0,2,123,615041,126104,23439,1483,2,1,16,1
330,1,0,7,31,5059,455,347,102,5,0,0,0
331,1,0,1,71,5050,219,307,6,2,1,1,2
332,1,0,7,27,522,73,28,25,0,1,5,1
333,1,0,1,56,2932,424,92,30,1,0,0,1
334,1,0,0,60,5059,455,347,102,2,0,0,0
335,1,1,3,229,64392,5964,750,10085,3,1,5,2
336,1,0,0,44,1982,150,441,4,2,0,0,0
337,1,0,1,214,2221,178,136,8,7,1,15,1
338,1,1,4,65,615041,126104,23439,1483,4,2,16,1
339,1,1,1,223,615041,126104,23439,1483,0,2,28,0
340,0,1,0,171,3230,197,278,1,0,2,12,0
341,0,0,0,21,7655,374,73,3,0,1,8,0
342,0,1,2,7,3350,196,467,21,0,1,1,0
343,1,1,6,70,22952,760,707,0,10,1,1,0
344,0,0,1,11,9,4,0,0,0,1,1,0
345,1,0,1,262,323,16,60,0,7,2,40,1
346,1,1,7,89,25173,1678,881,203,1,2,22,0
347,0,0,0,22,15706,1209,461,31,0,1,6,0
348,0,0,0,20,1146,188,865,224,2,1,1,0
349,1,0,0,9,959,231,227,13,0,1,1,0
350,1,0,2,130,12532,1570,2623,130,2,1,34,1
351,1,1,3,43,3350,196,467,21,2,1,4,0
352,1,0,0,64,599,33,54,5,1,0,0,0
353,1,1,2,75,2413,223,64,118,0,2,14,0
354,0,0,0,35,25173,1678,881,203,1,0,0,0
355,1,1,1,405,321598,12549,3362,3,7,3,55,2
356,1,1,0,125,312807,41861,16628,2518,16,3,7,2
357,1,1,1,701,4579,423,114,64,23,0,0,0
358,0,1,0,81,9780,1914,1803,216,1,2,7,0
359,1,1,2,229,615041,126104,23439,1483,8,2,29,3
360,0,0,0,83,22952,760,707,0,3,1,12,0
361,1,1,0,61,6609,595,1328,57,0,1,7,0
362,0,0,0,59,1769,151,347,11,0,1,4,0
363,1,1,16,190,3350,196,467,21,1,1,62,1
364,0,0,0,43,25173,1678,881,203,1,1,6,0
365,1,1,4,95,4474,442,386,10,5,3,8,0
366,1,1,1,54,139,43,31,0,0,1,1,0
367,1,0,6,47,615041,126104,23439,1483,1,2,13,0
368,1,1,8,278,8021,567,737,2,17,1,11,8
369,1,1,1,231,98639,20387,1835,0,2,1,7,2
370,0,0,0,97,1899,222,407,44,2,0,0,4
371,0,0,0,87,624,62,10,5,0,3,22,0
372,1,0,3,122,63358,6095,674,2848,8,2,3,1
373,1,0,0,99,1448,194,240,39,0,1,7,0
374,0,0,0,52,21,6,0,0,0,1,5,0
375,1,1,0,1060,91473,13493,3793,3687,2,2,342,0
376,1,0,0,113,1384,124,64,6,0,0,0,0
377,0,1,0,57,457,27,162,2,0,1,1,2
378,1,0,1,19,85,35,3,0,1,0,0,1
379,1,0,0,143,67907,5948,1966,35,0,2,24,1
380,1,0,1,64,1769,151,347,11,2,1,6,1
381,1,1,0,215,143615,11812,5750,44,3,4,33,3
382,0,1,1,69,6609,595,1328,57,0,1,15,1
383,0,0,0,21,27,21,0,0,0,0,0,0
384,1,0,0,40,8768,1003,1847,39,0,1,11,0
385,1,1,0,27,3350,196,467,21,0,1,5,0
386,0,1,1,61,615041,126104,23439,1483,3,2,9,2
387,1,1,0,228,312807,41861,16628,2518,29,0,0,32
388,0,0,0,38,3350,196,467,21,0,2,6,0
389,1,0,0,105,61,3,2,0,0,2,21,0
390,1,0,0,61,61,3,2,0,0,2,15,0
391,0,0,0,4,3350,196,467,21,1,1,1,0
392,1,1,4,68,7655,374,73,3,0,1,16,0
393,1,0,1,120,29294,1075,86,51,5,2,10,3
394,0,0,0,110,66527,6270,1175,56,7,0,0,0
395,1,1,3,41,1410,134,60,3,3,1,1,0
396,1,0,0,32,6347,875,678,15,1,0,0,1
397,1,0,1,316,14137,1795,644,110,5,0,0,1
398,1,1,0,163,36,1,0,0,1,4,26,0
399,1,0,0,60,1448,194,240,39,1,0,0,1
400,0,0,0,42,20632,3535,467,1063,0,2,7,0
401,1,1,3,166,751,41,15,3,6,2,11,2
402,1,0,1,63,615041,126104,23439,1483,2,3,12,1
403,0,1,3,39,81,17,5,0,0,0,0,0
404,1,0,0,152,333,132,13,0,0,1,32,0
405,0,0,0,98,51,9,1,0,0,0,0,2
406,0,1,0,33,73,17,1,0,0,3,3,0
407,1,1,1,134,662,38,115,0,4,0,0,5
408,1,0,4,115,2658,251,26,13,3,0,0,0
409,1,0,0,28,1887,161,8,4,1,0,0,0
410,0,0,1,282,14241,994,286,21,0,3,19,4
411,1,1,5,263,3988,1190,1999,27,0,1,65,1
412,1,1,2,59,29294,1075,86,51,5,0,0,1
413,0,1,0,88,2414,507,985,12,0,2,3,0
414,1,0,0,56,102,32,16,0,1,0,0,0
415,1,0,3,23,1429,295,78,36,4,0,0,0
416,1,1,0,96,1771,246,517,23,1,0,0,0
417,1,0,0,122,144036,21385,8283,6276,6,0,0,4
418,0,0,0,55,840,57,5,4,0,0,0,1
419,1,1,0,291,2776,958,415,1,1,0,0,1
420,1,0,0,68,1062,104,22,5,0,1,2,0
421,0,1,7,176,68,10,12,0,0,4,18,0
422,1,1,0,88,1609,189,344,16,0,2,11,1
423,1,0,1,29,1678,109,131,50,0,1,3,0
424,1,0,0,76,184341,41961,3940,32065,0,1,20,0
425,1,0,0,80,10337,797,2783,23,5,2,11,0
426,0,0,0,43,55304,6023,3987,7085,5,0,0,0
427,0,0,0,30,2028,245,164,7,1,0,0,1
428,1,0,2,56,499,67,21,16,2,1,20,0
429,1,0,0,22,11,1,0,0,2,0,0,0
430,0,0,1,53,840,57,5,4,3,0,0,0
431,1,0,0,153,361,10,7,0,0,1,10,1
432,1,0,0,32,171,18,4,0,1,0,0,0
433,1,1,0,195,91473,13493,3793,3687,4,2,67,1
434,1,0,0,57,581,104,56,14,0,0,0,1
435,1,0,0,199,312807,41861,16628,2518,12,0,0,0
436,0,0,4,66,840,57,5,4,3,1,9,0
437,0,0,4,91,511,27,20,4,0,3,12,0
438,1,1,3,252,331,23,538,0,1,6,51,0
439,1,0,2,73,89,34,17,0,1,1,1,0
440,0,0,0,41,2313,268,116,0,2,1,9,0
441,1,1,1,79,26200,1817,485,81,2,3,14,0
442,1,1,0,70,1,8,0,0,1,1,8,0
443,1,0,1,39,11727,942,812,303,1,1,9,0
444,1,0,0,68,46001,10070,2292,39288,2,0,0,1
445,1,0,1,94,221,18,26,8,0,1,8,0
446,1,1,3,204,615041,126104,23439,1483,6,4,47,1
447,1,0,0,40,51859,8125,797,15,2,0,0,2
448,1,0,0,26,27,5,34,0,0,0,0,0
449,0,0,3,36,1,3,0,0,1,0,0,0
450,1,0,1,44,5059,455,347,102,3,0,0,0
451,1,1,1,106,189880,7317,684,5191,2,3,3,0
452,1,1,3,86,31021,2308,2441,310,8,2,11,0
453,1,1,0,122,17133,2423,581,368,6,2,10,0
454,0,1,3,76,923,252,137,16,0,1,15,0
455,0,1,2,40,19,5,0,0,0,1,13,0
456,1,1,4,141,18188,1719,758,17,0,2,26,1
457,1,0,1,105,91,7,10,0,0,1,26,1
458,0,0,0,46,431,85,28,0,0,1,1,0
459,1,0,7,44,9124,1193,66,2,3,2,2,0
460,1,0,0,22,444,38,28,5,0,1,4,0
461,0,0,0,16,373,20,25,1,0,1,1,0
462,1,1,0,188,3287,469,316,35,0,1,12,2
463,0,1,3,248,86379,7124,5219,102,3,2,53,2
464,1,1,4,143,5059,455,347,102,2,1,12,0
465,1,1,1,150,612,51,38,2,1,1,6,0
466,1,0,0,19,23288,1990,1366,13,2,2,2,0
467,0,0,0,41,43,22,20,0,2,0,0,0
468,0,1,5,124,4579,423,114,64,2,0,0,0
469,0,1,3,128,927,84,74,5,1,2,19,1
470,0,0,3,37,10876,925,714,1,0,2,6,0
471,1,0,2,53,475,42,15,13,1,0,0,0
472,1,0,0,35,33,4,1,0,0,1,1,0
473,1,0,5,57,4062,240,142,52,2,0,0,0
474,1,1,3,28,56,2,0,0,1,0,0,1
475,1,1,5,103,2212,132,321,95,3,2,14,2
476,0,1,3,143,2413,223,64,118,0,2,28,0
477,1,1,2,28,3350,196,467,21,0,2,4,0
478,0,0,2,43,20587,2090,1622,167,0,1,6,0
479,1,1,1,124,383179,20227,18330,5892,5,2,11,0
480,1,0,1,79,55899,9297,370,6,1,0,0,0
481,1,0,1,30,1790,104,60,1,1,1,4,0
482,1,0,1,288,60867,4957,6713,624,2,6,35,0
483,1,0,0,95,10876,925,714,1,0,4,8,0
484,0,0,0,103,31,12,0,0,0,1,9,0
485,1,1,2,63,791,170,148,3,2,0,0,0
486,1,0,0,12,4062,240,142,52,1,0,0,0
487,0,0,1,43,79,13,34,0,4,0,0,0
488,1,0,2,70,711,46,45,61,0,2,9,0
489,0,0,0,63,475,42,15,13,1,0,0,1
490,1,0,0,27,229,25,42,0,3,0,0,0
491,1,1,4,104,81,37,7,0,0,2,8,1
492,0,0,2,170,7827,506,369,51,11,0,0,0
493,0,1,0,75,1188,463,36,0,4,1,7,0
494,0,0,2,209,711,46,45,61,0,0,0,0
495,1,1,0,11,95,18,51,0,0,0,0,0
496,1,1,2,107,1527,291,242,29,8,2,2,0
497,0,1,0,59,2062,214,54,110,3,1,3,0
498,1,0,0,27,423,36,20,1,0,2,2,0
499,1,1,3,105,612,51,38,2,1,1,3,0
500,1,0,1,117,126087,46797,9968,21232,7,2,12,1
501,0,0,0,101,26461,3445,3852,108,0,2,42,0
502,0,0,0,223,68504,9900,2345,3000,2,6,36,0
503,1,1,5,50,6737,375,137,12,1,2,4,0
