,Label,Edit,CommentCount,BodyLength,Reputation,Views,UpVotes,DownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink
70,1,0,0,220,792,95,159,5,1,0,0,3
71,1,1,0,84,136497,29487,9042,39241,4,0,0,0
72,1,0,1,57,3084,293,21,48,0,1,10,0
73,1,1,2,44,4584,602,259,83,0,2,8,3
74,1,0,0,43,9,2,0,0,0,2,4,0
75,1,1,7,222,136140,8521,16645,626,18,0,0,0
76,1,0,9,61,124322,53684,2234,5803,2,1,10,1
77,1,1,0,141,5188,1183,591,6,0,1,18,1
78,1,0,1,34,4972,1029,166,141,2,1,2,2
79,1,1,2,25,124322,53684,2234,5803,0,1,11,0
80,1,0,2,13,9474,728,543,121,2,0,0,0
81,1,0,3,116,4584,602,259,83,0,1,25,0
82,1,0,2,138,366,34,68,7,0,3,26,0
83,1,0,0,112,61,2,0,0,5,0,0,0
84,1,0,0,18,4486,855,291,5,2,0,0,0
85,1,0,0,41,42762,7626,4753,7949,0,2,4,0
86,0,1,1,56,26658,2991,1663,208,0,1,14,0
87,1,0,0,149,2167,235,119,1,3,1,17,0
88,1,1,1,109,615041,126104,23439,1483,3,1,26,2
89,1,1,0,164,37257,3476,1432,259,5,2,12,0
90,1,0,0,60,5893,1035,301,67,2,1,3,3
91,0,0,0,46,4845,677,20,3,0,1,1,0
92,1,0,1,54,1054,194,33,16,1,1,8,0
93,1,0,5,86,66,9,2,0,0,1,18,0
94,1,0,0,180,7215,1156,573,1024,0,1,26,1
95,1,0,4,70,14399,1239,689,156,2,1,4,0
96,1,0,0,37,2117,242,150,7,0,0,0,1
97,0,0,0,50,15185,1878,371,2705,5,2,4,0
98,1,0,0,197,12065,1202,76,218,16,2,3,0
99,0,0,0,76,15189,950,2120,120,4,0,0,0
100,1,0,0,167,1178,45,13,20,5,1,1,1
101,1,1,1,100,10363,1014,2079,274,12,0,0,1
102,1,1,5,143,4391,409,311,4,5,0,0,0
103,0,0,0,136,2231,189,56,0,0,2,34,1
104,0,0,0,65,67907,5948,1966,35,3,2,12,0
105,1,1,1,166,377,12,38,0,0,1,46,0
106,0,1,0,92,8392,792,1681,353,1,2,15,0
107,0,0,0,100,31021,2308,2441,310,1,2,19,0
108,1,1,3,109,1997,334,716,58,5,0,0,1
109,0,1,8,285,204854,18633,1897,2832,3,1,19,0
110,1,0,1,49,3276,432,1384,197,0,1,10,0
111,1,0,0,53,3579,406,482,206,4,0,0,0
112,0,0,0,10,33,3,0,0,0,0,0,0
113,1,1,2,61,15189,950,2120,120,2,2,2,1
114,1,1,0,24,270,98,287,9,1,0,0,1
115,0,0,2,92,159,35,7,2,0,0,0,4
116,1,0,1,354,35699,2437,643,139,7,0,0,1
117,1,1,1,495,123320,5846,2200,152,4,2,66,2
118,0,0,0,16,107,9,7,0,0,1,1,0
119,1,1,1,1392,1200,429,1262,12,13,11,65,9
120,0,0,0,84,43,2,5,0,0,0,0,0
121,1,1,0,99,12268,837,1175,288,1,2,18,1
122,0,0,0,31,9243,1256,1210,839,1,1,6,0
123,0,1,1,37,385,78,178,16,0,1,6,0
124,1,1,0,172,972,77,24,5,0,1,30,0
125,0,1,0,52,7655,374,73,3,0,1,16,0
126,0,1,4,85,11365,745,152,50,2,0,0,0
127,0,0,0,23,37572,2444,2148,0,0,2,3,0
128,1,1,5,93,290,67,305,0,8,1,1,0
129,0,0,0,58,91,19,11,0,3,1,15,0
130,0,1,0,6,85,79,7,0,0,1,3,0
131,1,1,0,10,4996,364,389,69,0,1,1,0
132,1,1,0,104,138,43,68,0,0,2,17,0
133,1,1,0,83,15664,2151,4545,3291,2,1,10,1
134,0,0,0,70,1311,98,634,303,2,0,0,0
135,1,0,0,25,321,24,7,0,0,1,3,0
136,1,0,1,114,2829,500,595,337,1,1,20,1
137,1,1,0,58,1893,120,10,1,0,2,6,1
138,1,0,0,160,158,21,52,0,0,1,54,0
139,1,0,0,40,49475,6044,2189,1361,3,0,0,0
140,1,1,0,303,11641,4469,812,4462,10,0,0,5
141,1,1,0,115,1118,186,442,6,7,1,2,0
142,1,1,1,62,2224,151,522,191,4,2,6,0
143,1,1,3,95,3326,147,325,54,0,0,0,4
144,0,0,0,69,382,32,110,2,2,1,12,0
145,1,0,0,93,674,112,48,29,0,1,24,0
146,0,1,0,29,306,20,34,9,0,1,6,0
147,1,1,1,57,36,1,2,0,0,2,3,0
148,0,1,0,48,1623,157,53,47,0,2,10,0
149,0,0,0,38,306,20,34,9,1,1,9,0
150,1,1,0,212,23982,1103,8,2,0,3,9,0
151,1,1,2,64,184341,41961,3940,32065,1,0,0,0
152,1,0,0,76,4584,602,259,83,1,2,16,0
153,0,1,0,166,60867,4957,6713,624,4,5,27,3
154,0,0,0,46,67907,5948,1966,35,1,2,10,0
155,1,0,1,139,133,71,29,0,1,0,0,0
156,1,0,2,120,1378,86,466,12,7,5,9,0
157,1,0,8,53,5121,664,178,13,0,0,0,4
158,0,0,0,27,1619,128,93,3,0,2,7,0
159,0,1,0,49,23,22,3,0,1,1,2,0
160,0,0,0,29,1,1,0,0,0,1,1,0
161,0,0,0,27,672,17,30,0,2,0,0,0
162,1,0,0,104,383179,20227,18330,5892,2,1,11,0
163,1,1,2,3,1421,94,369,4,0,1,1,0
164,1,0,0,27,1,3,0,0,0,1,2,0
165,1,0,0,133,11,3,0,0,0,1,26,0
166,1,0,2,212,25600,7558,1364,21,0,1,31,1
167,1,1,0,135,10346,1100,2781,297,0,1,54,1
168,1,0,0,39,26899,2057,1876,27,1,0,0,1
169,0,0,1,53,329,18,26,2,1,0,0,0
170,1,1,0,165,20,5,3,0,0,2,26,0
171,1,1,1,141,3071,535,627,340,0,2,2,3
172,1,0,0,7,26479,6624,1538,48,0,0,0,0
173,1,0,2,22,300,11,6,2,0,1,3,0
174,0,0,0,92,29,7,1,0,0,2,19,0
175,0,0,0,93,1809,372,104,9,2,0,0,0
176,1,1,8,216,615041,126104,23439,1483,5,5,40,0
177,0,0,0,15,667,200,321,50,0,1,2,1
178,0,0,0,56,444,38,28,5,0,2,9,0
179,0,0,0,40,4004,762,1850,24,0,1,6,2
180,1,1,14,58,615041,126104,23439,1483,3,2,10,2
181,1,1,0,16,131,37,8,1,1,0,0,0
182,0,0,0,47,88,9,4,0,0,1,3,1
183,1,0,0,67,1821,119,28,5,0,3,10,0
184,1,1,2,249,10876,925,714,1,0,1,44,3
185,1,0,8,99,4203,215,546,8,7,0,0,0
186,0,1,0,72,25764,3051,1013,177,6,0,0,5
187,0,0,2,54,8768,1003,1847,39,6,0,0,1
188,0,1,0,101,6005,595,1870,96,8,0,0,3
189,1,0,0,139,1405,60,93,2,4,2,30,0
190,0,0,0,179,383179,20227,18330,5892,12,2,14,0
191,1,1,0,306,180179,33067,2778,395,8,4,28,6
192,1,0,0,30,304,94,35,0,0,0,0,0
193,1,0,0,81,3981,457,1105,97,0,4,34,0
194,0,0,2,43,86379,7124,5219,102,2,1,7,2
195,1,1,1,89,615041,126104,23439,1483,2,1,18,1
196,0,0,0,240,2736,281,261,24,0,2,59,0
197,1,1,4,163,18223,1897,101,602,1,2,19,1
198,1,1,4,160,23,4,0,0,0,1,26,0
199,1,1,3,659,143615,11812,5750,44,1,7,74,8
200,1,1,1,219,1805,335,1172,161,5,4,14,0
201,0,1,0,498,68812,18431,12541,1216,31,0,0,0
202,1,1,0,404,4154,1342,135,752,37,0,0,0
203,1,0,0,75,2068,358,476,17,4,0,0,0
204,1,1,2,231,51859,8125,797,15,0,2,50,5
205,1,1,0,57,1842,198,112,6,0,1,11,0
206,0,0,0,46,504,56,24,3,0,1,12,0
207,1,1,0,207,34973,1951,1481,136,3,1,35,0
208,0,0,1,74,3747,426,281,19,3,2,5,1
209,1,0,0,64,10718,1114,971,119,6,1,1,2
210,0,0,1,175,172516,13055,3363,73,4,1,4,0
211,0,0,0,243,5188,1183,591,6,1,3,41,0
212,1,1,0,95,1706,188,160,3,6,1,6,0
213,1,0,0,136,615041,126104,23439,1483,1,2,22,3
214,1,0,0,43,1323,106,92,59,0,1,10,0
215,1,1,0,100,239,9,7,0,2,3,6,0
216,0,1,0,41,148,12,4,2,0,1,10,0
217,0,0,0,63,3747,426,281,19,1,2,5,0
218,0,0,0,18,444,38,28,5,0,1,7,0
219,1,1,0,67,593,48,66,0,1,1,12,2
220,1,0,2,56,1401,95,28,42,0,1,14,0
221,0,1,10,144,15189,950,2120,120,4,2,26,0
222,1,1,2,329,4899,210,456,27,17,0,0,2
223,1,0,0,103,117,14,14,0,0,1,24,0
224,1,0,0,37,37572,2444,2148,0,2,1,1,1
225,0,1,0,91,86106,4699,1691,794,2,1,10,0
226,0,0,1,31,4584,602,259,83,0,2,4,0
227,1,1,0,89,290,67,305,0,1,1,14,0
228,1,0,0,70,79,8,3,0,6,2,8,0
229,0,0,0,98,27,7,1,0,0,2,22,0
230,1,1,6,92,136140,8521,16645,626,6,0,0,2
231,0,0,5,83,16833,1242,416,37,2,1,14,0
232,1,1,0,214,123320,5846,2200,152,2,2,8,1
233,1,0,0,40,1323,106,92,59,0,1,3,0
234,0,0,3,33,549,70,0,0,0,0,0,2
235,1,0,0,337,172516,13055,3363,73,12,9,49,0
236,0,0,0,137,10399,1560,969,364,0,1,5,0
237,1,0,0,80,2992,162,486,22,1,0,0,0
238,1,0,3,159,3747,426,281,19,7,2,12,0
239,1,0,1,115,3322,422,293,58,3,4,12,0
240,0,0,1,329,127,65,34,0,15,1,5,0
241,0,0,0,35,491,29,19,2,5,0,0,1
242,1,0,0,118,88,9,4,0,4,0,0,0
243,0,0,0,78,23,3,4,0,0,0,0,0
244,0,0,0,28,1606,326,27,10,0,1,2,0
245,1,0,0,5,306,20,34,9,1,0,0,0
246,1,0,0,48,304622,34310,14209,14165,0,0,0,0
247,1,0,0,61,29791,3548,466,194,4,1,1,0
248,0,1,1,39,2489,236,54,19,4,1,1,0
249,0,0,1,131,6892,671,83,2,2,4,4,0
250,1,0,2,43,15189,950,2120,120,2,1,4,0
251,1,0,0,78,21768,1062,2176,28,0,1,16,0
252,1,1,0,50,136140,8521,16645,626,3,0,0,1
253,1,1,0,61,71005,3469,1633,51,4,1,1,2
254,0,0,0,116,4584,602,259,83,0,2,30,0
255,0,0,0,130,86106,4699,1691,794,0,1,26,0
256,0,0,0,68,1401,95,28,42,0,1,19,0
257,1,1,1,110,10876,925,714,1,0,2,21,0
258,0,0,0,92,14733,1931,1831,61,0,1,24,0
259,0,0,0,147,123002,28415,2821,1151,1,3,19,0
260,0,0,0,69,11,1,0,0,0,1,19,0
261,0,0,0,85,514,136,46,1,0,1,12,0
262,1,1,1,134,3743,256,4114,321,4,1,2,3
263,1,0,0,124,2231,189,56,0,0,2,26,1
264,0,0,1,21,591,111,75,2,0,1,6,0
265,1,1,0,42,11070,1187,4964,1209,0,1,1,1
266,1,0,0,38,3747,426,281,19,1,1,2,1
267,1,1,0,103,340,49,154,1,2,2,8,1
268,0,0,0,106,5765,409,1277,231,3,1,20,2
269,0,0,1,86,341,24,24,1,1,1,1,0
270,0,1,3,26,7952,1037,1225,24,0,2,3,0
271,1,0,2,171,76,1,2,0,6,1,17,0
272,1,0,0,83,3743,256,4114,321,3,2,4,1
273,1,0,0,32,26,2,1,0,0,0,0,1
274,0,0,1,149,245,25,10,0,0,0,0,0
275,1,0,1,405,4584,602,259,83,1,1,70,1
276,1,1,0,175,3743,256,4114,321,4,2,26,2
277,1,0,0,16,1842,198,112,6,0,1,5,0
278,0,0,1,8,1489,129,27,6,0,1,4,0
279,1,0,0,17,366,34,68,7,0,1,1,0
280,0,0,2,10,15706,1209,461,31,1,1,1,1
281,1,0,0,373,814,81,12,3,4,1,82,0
282,1,0,1,246,9059,821,762,165,5,0,0,0
283,1,0,1,50,1692,107,43,14,5,2,4,0
284,0,0,6,96,19057,1943,673,1706,0,1,13,1
285,1,0,1,424,47,27,3,0,4,2,32,0
286,1,0,0,24,69,8,4,0,0,0,0,0
287,0,0,0,70,89,24,4,0,3,1,5,0
288,0,0,0,100,10876,925,714,1,0,1,20,0
289,1,0,1,84,22,4,0,0,0,1,26,0
290,1,0,1,42,2271,360,358,52,2,2,5,0
291,1,0,1,112,8253,733,1930,18,0,2,19,0
292,1,0,3,115,1038,89,53,6,2,1,36,0
293,0,0,1,123,2725,266,1241,6,4,2,8,2
294,1,1,7,161,22983,2832,1501,72,2,1,63,2
295,0,0,0,42,22,4,0,0,0,1,7,0
296,1,1,0,103,2271,360,358,52,1,5,27,0
297,1,0,0,74,44,0,0,0,0,0,0,3
298,1,0,0,29,312807,41861,16628,2518,1,1,3,1
299,1,0,2,567,2323,219,67,2,15,7,14,0
300,1,0,2,134,312807,41861,16628,2518,9,1,9,2
301,0,1,0,84,21,3,0,0,3,1,8,1
302,1,0,1,110,2271,360,358,52,1,4,24,0
303,0,1,0,83,116404,10590,1598,3075,7,2,6,0
304,1,0,3,22,5574,1000,625,2339,1,1,1,0
305,1,1,2,225,6085,557,3180,0,6,2,17,6
306,1,1,4,134,4899,210,456,27,8,0,0,2
307,1,1,1,186,28324,4522,2387,1411,9,0,0,3
308,1,1,4,209,566,32,12,2,0,1,25,1
309,1,0,1,256,184341,41961,3940,32065,1,0,0,0
310,1,0,1,20,4976,415,1118,77,0,0,0,1
311,1,0,0,19,904,157,133,2,0,1,1,0
312,1,1,0,98,26109,1510,745,224,3,1,16,1
313,0,0,3,80,31,5,13,0,0,4,6,0
314,0,0,1,37,252249,22297,5881,962,2,1,7,0
315,1,1,8,212,111735,5246,6882,268,0,4,19,0
316,1,0,4,31,640,68,117,5,0,0,0,0
317,0,0,0,22,6047,531,467,19,0,1,1,0
318,0,1,0,56,5574,1000,625,2339,3,1,3,0
319,1,1,4,105,4588,464,211,39,3,1,9,1
